full_text,cleasing,Tokenization and Case Folfing,Filtering/stopword removal,stemming data
"Ya kalau emang ajudan minimal pakaian jangan disamakan sama pendukung paslon dong, apalagi itu lagi debat capres",Ya kalau emang ajudan minimal pakaian jangan disamakan sama pendukung paslon dong apalagi itu lagi debat capres,"['ya', 'kalau', 'emang', 'ajudan', 'minimal', 'pakaian', 'jangan', 'disamakan', 'sama', 'pendukung', 'paslon', 'dong', 'apalagi', 'itu', 'lagi', 'debat', 'capres']","['ya', 'emang', 'ajudan', 'minimal', 'pakaian', 'disamakan', 'pendukung', 'paslon', 'debat', 'capres']",ya emang ajudan minimal pakai sama dukung paslon debat capres
The best 😎  #gandaraindonesia #DebatCapres #tuankurakyat Tidur Bu Atikoh https://t.co/g2bE9uKCHM,The best   gandaraindonesia DebatCapres tuankurakyat Tidur Bu Atikoh ,"['the', 'best', 'gandaraindonesia', 'debatcapres', 'tuankurakyat', 'tidur', 'bu', 'atikoh']","['the', 'best', 'gandaraindonesia', 'debatcapres', 'tuankurakyat', 'tidur', 'bu', 'atikoh']",the best gandaraindonesia debatcapres tuankurakyat tidur bu atikoh
Kulonprogo😍  #gandaraindonesia #DebatCapres #tuankurakyat Tidur Bu Atikoh https://t.co/2YfOtjjJAk,Kulonprogo  gandaraindonesia DebatCapres tuankurakyat Tidur Bu Atikoh ,"['kulonprogo', 'gandaraindonesia', 'debatcapres', 'tuankurakyat', 'tidur', 'bu', 'atikoh']","['kulonprogo', 'gandaraindonesia', 'debatcapres', 'tuankurakyat', 'tidur', 'bu', 'atikoh']",kulonprogo gandaraindonesia debatcapres tuankurakyat tidur bu atikoh
David_Wijaya03 SantorinisSun Jelli_cent WagimanDeep212_ KardoSony GunRomli nongandah Ini gak lucu pasti debat capres nya settingan...masa Ganjar terlihat jauh unggul dari capres lainnya? 😂😂😂   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,DavidWijaya SantorinisSun Jellicent WagimanDeep KardoSony GunRomli nongandah Ini gak lucu pasti debat capres nya settinganmasa Ganjar terlihat jauh unggul dari capres lainnya    GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['davidwijaya', 'santorinissun', 'jellicent', 'wagimandeep', 'kardosony', 'gunromli', 'nongandah', 'ini', 'gak', 'lucu', 'pasti', 'debat', 'capres', 'nya', 'settinganmasa', 'ganjar', 'terlihat', 'jauh', 'unggul', 'dari', 'capres', 'lainnya', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['davidwijaya', 'santorinissun', 'jellicent', 'wagimandeep', 'kardosony', 'gunromli', 'nongandah', 'gak', 'lucu', 'debat', 'capres', 'nya', 'settinganmasa', 'ganjar', 'unggul', 'capres', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",davidwijaya santorinissun jellicent wagimandeep kardosony gunromli nongandah gak lucu debat capres nya settinganmasa ganjar unggul capres ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
The best.. pembela Rakyat Kecil 👌  #gandaraindonesia #DebatCapres #tuankurakyat Tidur Bu Atikoh https://t.co/HERMO7QaOC,The best pembela Rakyat Kecil   gandaraindonesia DebatCapres tuankurakyat Tidur Bu Atikoh ,"['the', 'best', 'pembela', 'rakyat', 'kecil', 'gandaraindonesia', 'debatcapres', 'tuankurakyat', 'tidur', 'bu', 'atikoh']","['the', 'best', 'pembela', 'rakyat', 'gandaraindonesia', 'debatcapres', 'tuankurakyat', 'tidur', 'bu', 'atikoh']",the best bela rakyat gandaraindonesia debatcapres tuankurakyat tidur bu atikoh
@Heraloebss Jadi yg debat kemarin pak prabowo sebagai Menhan apa Capres? Menhan kok bisa ikut debat pilpres?,Heraloebss Jadi yg debat kemarin pak prabowo sebagai Menhan apa Capres Menhan kok bisa ikut debat pilpres,"['heraloebss', 'jadi', 'yg', 'debat', 'kemarin', 'pak', 'prabowo', 'sebagai', 'menhan', 'apa', 'capres', 'menhan', 'kok', 'bisa', 'ikut', 'debat', 'pilpres']","['heraloebss', 'yg', 'debat', 'kemarin', 'prabowo', 'menhan', 'capres', 'menhan', 'debat', 'pilpres']",heraloebss yg debat kemarin prabowo menhan capres menhan debat pilpres
"@Andiarief__ Anda sengaja mendegradasi urgensi debat cawapres krn cawapres anda tdk berkualitas. Cawapres itu sepaket dg capres maka rakyat perlu tahu kualitasnya juga. Jk anda rasa cawapres tak penting, ngapain Prabowo harus pilih Gibran smp ngakali UU",Andiarief Anda sengaja mendegradasi urgensi debat cawapres krn cawapres anda tdk berkualitas Cawapres itu sepaket dg capres maka rakyat perlu tahu kualitasnya juga Jk anda rasa cawapres tak penting ngapain Prabowo harus pilih Gibran smp ngakali UU,"['andiarief', 'anda', 'sengaja', 'mendegradasi', 'urgensi', 'debat', 'cawapres', 'krn', 'cawapres', 'anda', 'tdk', 'berkualitas', 'cawapres', 'itu', 'sepaket', 'dg', 'capres', 'maka', 'rakyat', 'perlu', 'tahu', 'kualitasnya', 'juga', 'jk', 'anda', 'rasa', 'cawapres', 'tak', 'penting', 'ngapain', 'prabowo', 'harus', 'pilih', 'gibran', 'smp', 'ngakali', 'uu']","['andiarief', 'sengaja', 'mendegradasi', 'urgensi', 'debat', 'cawapres', 'krn', 'cawapres', 'tdk', 'berkualitas', 'cawapres', 'sepaket', 'dg', 'capres', 'rakyat', 'kualitasnya', 'jk', 'cawapres', 'ngapain', 'prabowo', 'pilih', 'gibran', 'smp', 'ngakali', 'uu']",andiarief sengaja degradasi urgensi debat cawapres krn cawapres tdk kualitas cawapres paket dg capres rakyat kualitas jk cawapres ngapain prabowo pilih gibran smp ngakali uu
"@benvaldi @jagadmana @Heraloebss Lihat versi lengkapnya baru buat kesimpulan. Jangan hanya lihat versi dipotong2 oleh akun yg jelas2 pendukung 02 yg masih stress krn idolanya GAGAL di debat capres kmrn sampai tantrum di luar debat dgn melecehkan etika berpolitik demi bangsa. Ndasmu etik"" (prabowo) https://t.co/W2u9RjBLhk""",benvaldi jagadmana Heraloebss Lihat versi lengkapnya baru buat kesimpulan Jangan hanya lihat versi dipotong oleh akun yg jelas pendukung  yg masih stress krn idolanya GAGAL di debat capres kmrn sampai tantrum di luar debat dgn melecehkan etika berpolitik demi bangsa Ndasmu etik prabowo ,"['benvaldi', 'jagadmana', 'heraloebss', 'lihat', 'versi', 'lengkapnya', 'baru', 'buat', 'kesimpulan', 'jangan', 'hanya', 'lihat', 'versi', 'dipotong', 'oleh', 'akun', 'yg', 'jelas', 'pendukung', 'yg', 'masih', 'stress', 'krn', 'idolanya', 'gagal', 'di', 'debat', 'capres', 'kmrn', 'sampai', 'tantrum', 'di', 'luar', 'debat', 'dgn', 'melecehkan', 'etika', 'berpolitik', 'demi', 'bangsa', 'ndasmu', 'etik', 'prabowo']","['benvaldi', 'jagadmana', 'heraloebss', 'lihat', 'versi', 'lengkapnya', 'kesimpulan', 'lihat', 'versi', 'dipotong', 'akun', 'yg', 'pendukung', 'yg', 'stress', 'krn', 'idolanya', 'gagal', 'debat', 'capres', 'kmrn', 'tantrum', 'debat', 'dgn', 'melecehkan', 'etika', 'berpolitik', 'bangsa', 'ndasmu', 'etik', 'prabowo']",benvaldi jagadmana heraloebss lihat versi lengkap simpul lihat versi potong akun yg dukung yg stress krn idola gagal debat capres kmrn tantrum debat dgn leceh etika politik bangsa ndasmu etik prabowo
Prabowo adalah Pemimpin Indonesia selanjutnya... Karena beliau memahami Geopolitik Internasional dan Pertahanan Negara #DebatCapres,Prabowo adalah Pemimpin Indonesia selanjutnya Karena beliau memahami Geopolitik Internasional dan Pertahanan Negara DebatCapres,"['prabowo', 'adalah', 'pemimpin', 'indonesia', 'selanjutnya', 'karena', 'beliau', 'memahami', 'geopolitik', 'internasional', 'dan', 'pertahanan', 'negara', 'debatcapres']","['prabowo', 'pemimpin', 'indonesia', 'beliau', 'memahami', 'geopolitik', 'internasional', 'pertahanan', 'negara', 'debatcapres']",prabowo pimpin indonesia beliau paham geopolitik internasional tahan negara debatcapres
"@99propaganda Tidak semua daerah bisa dikunjungi oleh capres-cawapres bos, jadi lewat media tv atau medsos rakyat bisa tau kapasitas calon mereka di acara debat.",propaganda Tidak semua daerah bisa dikunjungi oleh caprescawapres bos jadi lewat media tv atau medsos rakyat bisa tau kapasitas calon mereka di acara debat,"['propaganda', 'tidak', 'semua', 'daerah', 'bisa', 'dikunjungi', 'oleh', 'caprescawapres', 'bos', 'jadi', 'lewat', 'media', 'tv', 'atau', 'medsos', 'rakyat', 'bisa', 'tau', 'kapasitas', 'calon', 'mereka', 'di', 'acara', 'debat']","['propaganda', 'daerah', 'dikunjungi', 'caprescawapres', 'bos', 'media', 'tv', 'medsos', 'rakyat', 'tau', 'kapasitas', 'calon', 'acara', 'debat']",propaganda daerah kunjung caprescawapres bos media tv medsos rakyat tau kapasitas calon acara debat
"@Heraloebss Pas dateng debat, Prabowo sebagai Menhan atau capres? Kan dia ajudan Menhan, bukan ajudan capres.  Cebokin terus.",Heraloebss Pas dateng debat Prabowo sebagai Menhan atau capres Kan dia ajudan Menhan bukan ajudan capres  Cebokin terus,"['heraloebss', 'pas', 'dateng', 'debat', 'prabowo', 'sebagai', 'menhan', 'atau', 'capres', 'kan', 'dia', 'ajudan', 'menhan', 'bukan', 'ajudan', 'capres', 'cebokin', 'terus']","['heraloebss', 'pas', 'dateng', 'debat', 'prabowo', 'menhan', 'capres', 'ajudan', 'menhan', 'ajudan', 'capres', 'cebokin']",heraloebss pas dateng debat prabowo menhan capres ajudan menhan ajudan capres cebokin
"Gemoy dan gimmick itu hanya menutupi kebaikan Pak Prabowo... Sebenarnya beliau sangat tulus, ikhlas dan sabar.. Beliau adalah orang yang dibutuhkan bangsa saat ini #DebatCapres",Gemoy dan gimmick itu hanya menutupi kebaikan Pak Prabowo Sebenarnya beliau sangat tulus ikhlas dan sabar Beliau adalah orang yang dibutuhkan bangsa saat ini DebatCapres,"['gemoy', 'dan', 'gimmick', 'itu', 'hanya', 'menutupi', 'kebaikan', 'pak', 'prabowo', 'sebenarnya', 'beliau', 'sangat', 'tulus', 'ikhlas', 'dan', 'sabar', 'beliau', 'adalah', 'orang', 'yang', 'dibutuhkan', 'bangsa', 'saat', 'ini', 'debatcapres']","['gemoy', 'gimmick', 'menutupi', 'kebaikan', 'prabowo', 'beliau', 'tulus', 'ikhlas', 'sabar', 'beliau', 'orang', 'dibutuhkan', 'bangsa', 'debatcapres']",gemoy gimmick tutup baik prabowo beliau tulus ikhlas sabar beliau orang butuh bangsa debatcapres
"[Tanggapan #Ganjarpranowo] Komitmen luar biasa. Tapi saya harus beanya, apa komentar Pak  terhadap putusan MK yang menghasilkan MKMK itu? DebatCapres pilpres2024   #Ganjarpranowo kpu   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat",Tanggapan Ganjarpranowo Komitmen luar biasa Tapi saya harus beanya apa komentar Pak  terhadap putusan MK yang menghasilkan MKMK itu DebatCapres pilpres   Ganjarpranowo kpu   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['tanggapan', 'ganjarpranowo', 'komitmen', 'luar', 'biasa', 'tapi', 'saya', 'harus', 'beanya', 'apa', 'komentar', 'pak', 'terhadap', 'putusan', 'mk', 'yang', 'menghasilkan', 'mkmk', 'itu', 'debatcapres', 'pilpres', 'ganjarpranowo', 'kpu', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['tanggapan', 'ganjarpranowo', 'komitmen', 'beanya', 'komentar', 'putusan', 'mk', 'menghasilkan', 'mkmk', 'debatcapres', 'pilpres', 'ganjarpranowo', 'kpu', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",tanggap ganjarpranowo komitmen bea komentar putus mk hasil mkmk debatcapres pilpres ganjarpranowo kpu ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
"Pada debat pertama capres, perlu kita akui bhw performa No.2 lebih baik dibandingkan dgn performa No.1 &amp  No.3, disbbkan hal berikut ini: 1. No.2 sngt percaya diri meskipun dikeroyok No.1 &amp  No.3. 2. No.2 lugas, logis, rasional, &amp  rada lucu. @prabowo @ganjarpranowo @aniesbaswedan https://t.co/70b2ZKTPgY",Pada debat pertama capres perlu kita akui bhw performa No lebih baik dibandingkan dgn performa No amp  No disbbkan hal berikut ini  No sngt percaya diri meskipun dikeroyok No amp  No  No lugas logis rasional amp  rada lucu prabowo ganjarpranowo aniesbaswedan ,"['pada', 'debat', 'pertama', 'capres', 'perlu', 'kita', 'akui', 'bhw', 'performa', 'no', 'lebih', 'baik', 'dibandingkan', 'dgn', 'performa', 'no', 'amp', 'no', 'disbbkan', 'hal', 'berikut', 'ini', 'no', 'sngt', 'percaya', 'diri', 'meskipun', 'dikeroyok', 'no', 'amp', 'no', 'no', 'lugas', 'logis', 'rasional', 'amp', 'rada', 'lucu', 'prabowo', 'ganjarpranowo', 'aniesbaswedan']","['debat', 'capres', 'akui', 'bhw', 'performa', 'no', 'dibandingkan', 'dgn', 'performa', 'no', 'amp', 'no', 'disbbkan', 'no', 'sngt', 'percaya', 'dikeroyok', 'no', 'amp', 'no', 'no', 'lugas', 'logis', 'rasional', 'amp', 'rada', 'lucu', 'prabowo', 'ganjarpranowo', 'aniesbaswedan']",debat capres aku bhw performa no banding dgn performa no amp no disbbkan no sngt percaya keroyok no amp no no lugas logis rasional amp rada lucu prabowo ganjarpranowo aniesbaswedan
Ini waktu suami si.mbak kasih tahu kalau isrinya dia ewe tettot sama suamiku. Ini akun palsu suami dia. Isrinya HTS 7 tahun cuma buat tettot aja. Eh si mbak tahu trus chat aku dengan bangga ewe di kasurku sama sofa. #SelamatTinggalPDIP #desahancewek #DebatCapres https://t.co/zwXR0DIxTH,Ini waktu suami simbak kasih tahu kalau isrinya dia ewe tettot sama suamiku Ini akun palsu suami dia Isrinya HTS  tahun cuma buat tettot aja Eh si mbak tahu trus chat aku dengan bangga ewe di kasurku sama sofa SelamatTinggalPDIP desahancewek DebatCapres ,"['ini', 'waktu', 'suami', 'simbak', 'kasih', 'tahu', 'kalau', 'isrinya', 'dia', 'ewe', 'tettot', 'sama', 'suamiku', 'ini', 'akun', 'palsu', 'suami', 'dia', 'isrinya', 'hts', 'tahun', 'cuma', 'buat', 'tettot', 'aja', 'eh', 'si', 'mbak', 'tahu', 'trus', 'chat', 'aku', 'dengan', 'bangga', 'ewe', 'di', 'kasurku', 'sama', 'sofa', 'selamattinggalpdip', 'desahancewek', 'debatcapres']","['suami', 'simbak', 'kasih', 'isrinya', 'ewe', 'tettot', 'suamiku', 'akun', 'palsu', 'suami', 'isrinya', 'hts', 'tettot', 'aja', 'eh', 'si', 'mbak', 'trus', 'chat', 'bangga', 'ewe', 'kasurku', 'sofa', 'selamattinggalpdip', 'desahancewek', 'debatcapres']",suami simbak kasih isrinya ewe tettot suami akun palsu suami isrinya hts tettot aja eh si mbak trus chat bangga ewe kasur sofa selamattinggalpdip desahancewek debatcapres
Jiwa Nasionalis dan Patriotisme Pak Prabowo sudah tidak diragukan lagi... Beliau perlu diperhitungkan jadi pemimpin bangsa selanjutnya.. Salam NKRI #DebatCapres,Jiwa Nasionalis dan Patriotisme Pak Prabowo sudah tidak diragukan lagi Beliau perlu diperhitungkan jadi pemimpin bangsa selanjutnya Salam NKRI DebatCapres,"['jiwa', 'nasionalis', 'dan', 'patriotisme', 'pak', 'prabowo', 'sudah', 'tidak', 'diragukan', 'lagi', 'beliau', 'perlu', 'diperhitungkan', 'jadi', 'pemimpin', 'bangsa', 'selanjutnya', 'salam', 'nkri', 'debatcapres']","['jiwa', 'nasionalis', 'patriotisme', 'prabowo', 'diragukan', 'beliau', 'diperhitungkan', 'pemimpin', 'bangsa', 'salam', 'nkri', 'debatcapres']",jiwa nasionalis patriotisme prabowo ragu beliau hitung pimpin bangsa salam nkri debatcapres
"Bapak Prabowo tidak pandai bicara seperti capres lainnya, tapi aku yakin beliau bakal membantu keinginan rakyatnya #DebatCapres",Bapak Prabowo tidak pandai bicara seperti capres lainnya tapi aku yakin beliau bakal membantu keinginan rakyatnya DebatCapres,"['bapak', 'prabowo', 'tidak', 'pandai', 'bicara', 'seperti', 'capres', 'lainnya', 'tapi', 'aku', 'yakin', 'beliau', 'bakal', 'membantu', 'keinginan', 'rakyatnya', 'debatcapres']","['prabowo', 'pandai', 'bicara', 'capres', 'beliau', 'membantu', 'rakyatnya', 'debatcapres']",prabowo pandai bicara capres beliau bantu rakyat debatcapres
@panca66 https://t.co/cCBgqVpZgz Masih terus jd anteknya si gemoy yak hahaha Dulu waktu debat pilgub DKI om @AgusYudhoyono cuman kalah suara saja tapi kompetensi n grade nalar debatnya masih selevel dg pak @aniesbaswedan masih sejajar @basuki_btp  Capres @prabowo dah ketaker hahaha,panca  Masih terus jd anteknya si gemoy yak hahaha Dulu waktu debat pilgub DKI om AgusYudhoyono cuman kalah suara saja tapi kompetensi n grade nalar debatnya masih selevel dg pak aniesbaswedan masih sejajar basukibtp  Capres prabowo dah ketaker hahaha,"['panca', 'masih', 'terus', 'jd', 'anteknya', 'si', 'gemoy', 'yak', 'hahaha', 'dulu', 'waktu', 'debat', 'pilgub', 'dki', 'om', 'agusyudhoyono', 'cuman', 'kalah', 'suara', 'saja', 'tapi', 'kompetensi', 'n', 'grade', 'nalar', 'debatnya', 'masih', 'selevel', 'dg', 'pak', 'aniesbaswedan', 'masih', 'sejajar', 'basukibtp', 'capres', 'prabowo', 'dah', 'ketaker', 'hahaha']","['panca', 'jd', 'anteknya', 'si', 'gemoy', 'yak', 'hahaha', 'debat', 'pilgub', 'dki', 'om', 'agusyudhoyono', 'cuman', 'kalah', 'suara', 'kompetensi', 'n', 'grade', 'nalar', 'debatnya', 'selevel', 'dg', 'aniesbaswedan', 'sejajar', 'basukibtp', 'capres', 'prabowo', 'dah', 'ketaker', 'hahaha']",panca jd antek si gemoy yak hahaha debat pilgub dki om agusyudhoyono cuman kalah suara kompetensi n grade nalar debat level dg aniesbaswedan sejajar basukibtp capres prabowo dah ketaker hahaha
Dalam debat capres cawapres kemarin jelas prabowo lah yang lebih  berpengalaman soalnya dia pernah empat kali mengikuti debat.😁,Dalam debat capres cawapres kemarin jelas prabowo lah yang lebih  berpengalaman soalnya dia pernah empat kali mengikuti debat,"['dalam', 'debat', 'capres', 'cawapres', 'kemarin', 'jelas', 'prabowo', 'lah', 'yang', 'lebih', 'berpengalaman', 'soalnya', 'dia', 'pernah', 'empat', 'kali', 'mengikuti', 'debat']","['debat', 'capres', 'cawapres', 'kemarin', 'prabowo', 'berpengalaman', 'kali', 'mengikuti', 'debat']",debat capres cawapres kemarin prabowo alam kali ikut debat
Indonesia butuh kepemimpinan seperti Pak Prabowo. Beliau tegas dan jiwa pejuangnya tetap sampai kini.. Terlihat Beliau mencintai bangsa dan negaranya #DebatCapres,Indonesia butuh kepemimpinan seperti Pak Prabowo Beliau tegas dan jiwa pejuangnya tetap sampai kini Terlihat Beliau mencintai bangsa dan negaranya DebatCapres,"['indonesia', 'butuh', 'kepemimpinan', 'seperti', 'pak', 'prabowo', 'beliau', 'tegas', 'dan', 'jiwa', 'pejuangnya', 'tetap', 'sampai', 'kini', 'terlihat', 'beliau', 'mencintai', 'bangsa', 'dan', 'negaranya', 'debatcapres']","['indonesia', 'butuh', 'kepemimpinan', 'prabowo', 'beliau', 'jiwa', 'pejuangnya', 'beliau', 'mencintai', 'bangsa', 'negaranya', 'debatcapres']",indonesia butuh pimpin prabowo beliau jiwa juang beliau cinta bangsa negara debatcapres
"Publik banyak kecewa thdp capres pd debat publik justru dipertontonkan argumen saling menjatuhkanyg tdk produktif, bahkan sangat minim konsep realistis  ttg program presiden kedepan",Publik banyak kecewa thdp capres pd debat publik justru dipertontonkan argumen saling menjatuhkanyg tdk produktif bahkan sangat minim konsep realistis  ttg program presiden kedepan,"['publik', 'banyak', 'kecewa', 'thdp', 'capres', 'pd', 'debat', 'publik', 'justru', 'dipertontonkan', 'argumen', 'saling', 'menjatuhkanyg', 'tdk', 'produktif', 'bahkan', 'sangat', 'minim', 'konsep', 'realistis', 'ttg', 'program', 'presiden', 'kedepan']","['publik', 'kecewa', 'thdp', 'capres', 'pd', 'debat', 'publik', 'dipertontonkan', 'argumen', 'menjatuhkanyg', 'tdk', 'produktif', 'minim', 'konsep', 'realistis', 'ttg', 'program', 'presiden', 'kedepan']",publik kecewa thdp capres pd debat publik tonton argumen menjatuhkanyg tdk produktif minim konsep realistis ttg program presiden depan
@kompascom Klo bukan dari acara DEBAT pilpres darimana kita tau capres dan cawapres otaknya isi atau kosong/bego.,kompascom Klo bukan dari acara DEBAT pilpres darimana kita tau capres dan cawapres otaknya isi atau kosongbego,"['kompascom', 'klo', 'bukan', 'dari', 'acara', 'debat', 'pilpres', 'darimana', 'kita', 'tau', 'capres', 'dan', 'cawapres', 'otaknya', 'isi', 'atau', 'kosongbego']","['kompascom', 'klo', 'acara', 'debat', 'pilpres', 'darimana', 'tau', 'capres', 'cawapres', 'otaknya', 'isi', 'kosongbego']",kompascom klo acara debat pilpres darimana tau capres cawapres otak isi kosongbego
"@Uki23 Ya Allah padahal masyarakat umum yg notabene independen aja tahu kondisi debat Capres kemarin spt apa, kok pendukungnya malah begitu ya, kebalikannya, minimal diam lah kalau kenyataannya memang menyakitkan, kalau gini kan masyarakat tahu bahwa kelompoknya benar2 pembohong",Uki Ya Allah padahal masyarakat umum yg notabene independen aja tahu kondisi debat Capres kemarin spt apa kok pendukungnya malah begitu ya kebalikannya minimal diam lah kalau kenyataannya memang menyakitkan kalau gini kan masyarakat tahu bahwa kelompoknya benar pembohong,"['uki', 'ya', 'allah', 'padahal', 'masyarakat', 'umum', 'yg', 'notabene', 'independen', 'aja', 'tahu', 'kondisi', 'debat', 'capres', 'kemarin', 'spt', 'apa', 'kok', 'pendukungnya', 'malah', 'begitu', 'ya', 'kebalikannya', 'minimal', 'diam', 'lah', 'kalau', 'kenyataannya', 'memang', 'menyakitkan', 'kalau', 'gini', 'kan', 'masyarakat', 'tahu', 'bahwa', 'kelompoknya', 'benar', 'pembohong']","['uki', 'ya', 'allah', 'masyarakat', 'yg', 'notabene', 'independen', 'aja', 'kondisi', 'debat', 'capres', 'kemarin', 'spt', 'pendukungnya', 'ya', 'kebalikannya', 'minimal', 'diam', 'kenyataannya', 'menyakitkan', 'gini', 'masyarakat', 'kelompoknya', 'pembohong']",uki ya allah masyarakat yg notabene independen aja kondisi debat capres kemarin spt dukung ya balik minimal diam nyata sakit gin masyarakat kelompok bohong
"@KompasTV Lu BAWASLU @bawaslu_RI yg debat kemaren itu yg datang sebagai capres bukan sebagai minhan sy yg gak lulus SD sj tau apa lg kalian yg punya jabatan tinggi masa gak ngerti""",KompasTV Lu BAWASLU bawasluRI yg debat kemaren itu yg datang sebagai capres bukan sebagai minhan sy yg gak lulus SD sj tau apa lg kalian yg punya jabatan tinggi masa gak ngerti,"['kompastv', 'lu', 'bawaslu', 'bawasluri', 'yg', 'debat', 'kemaren', 'itu', 'yg', 'datang', 'sebagai', 'capres', 'bukan', 'sebagai', 'minhan', 'sy', 'yg', 'gak', 'lulus', 'sd', 'sj', 'tau', 'apa', 'lg', 'kalian', 'yg', 'punya', 'jabatan', 'tinggi', 'masa', 'gak', 'ngerti']","['kompastv', 'lu', 'bawaslu', 'bawasluri', 'yg', 'debat', 'kemaren', 'yg', 'capres', 'minhan', 'sy', 'yg', 'gak', 'lulus', 'sd', 'sj', 'tau', 'lg', 'yg', 'jabatan', 'gak', 'ngerti']",kompastv lu bawaslu bawasluri yg debat kemaren yg capres minhan sy yg gak lulus sd sj tau lg yg jabat gak ngerti
"@Cimbara @Miduk17 Polisinya takut om,soalnya baliho pak prabowo sama anak manja,anak presiden tuch,.  Mk aja tunduk,KPU tunduk,BAWSLU tunduk,POLISI mingkem udah,TNI aja ada yg ngikut dalaam barisannya kemarin pas debat capres.....  Ancur sudah",Cimbara Miduk Polisinya takut omsoalnya baliho pak prabowo sama anak manjaanak presiden tuch  Mk aja tundukKPU tundukBAWSLU tundukPOLISI mingkem udahTNI aja ada yg ngikut dalaam barisannya kemarin pas debat capres  Ancur sudah,"['cimbara', 'miduk', 'polisinya', 'takut', 'omsoalnya', 'baliho', 'pak', 'prabowo', 'sama', 'anak', 'manjaanak', 'presiden', 'tuch', 'mk', 'aja', 'tundukkpu', 'tundukbawslu', 'tundukpolisi', 'mingkem', 'udahtni', 'aja', 'ada', 'yg', 'ngikut', 'dalaam', 'barisannya', 'kemarin', 'pas', 'debat', 'capres', 'ancur', 'sudah']","['cimbara', 'miduk', 'polisinya', 'takut', 'omsoalnya', 'baliho', 'prabowo', 'anak', 'manjaanak', 'presiden', 'tuch', 'mk', 'aja', 'tundukkpu', 'tundukbawslu', 'tundukpolisi', 'mingkem', 'udahtni', 'aja', 'yg', 'ngikut', 'dalaam', 'barisannya', 'kemarin', 'pas', 'debat', 'capres', 'ancur']",cimbara miduk polisi takut omsoalnya baliho prabowo anak manjaanak presiden tuch mk aja tundukkpu tundukbawslu tundukpolisi mingkem udahtni aja yg ngikut dalaam baris kemarin pas debat capres ancur
Wah ini soh bilang KPU tidak mampu mengamankan debat capres. Percuma dong habisin duit latih pamdal secara militer di kodam.,Wah ini soh bilang KPU tidak mampu mengamankan debat capres Percuma dong habisin duit latih pamdal secara militer di kodam,"['wah', 'ini', 'soh', 'bilang', 'kpu', 'tidak', 'mampu', 'mengamankan', 'debat', 'capres', 'percuma', 'dong', 'habisin', 'duit', 'latih', 'pamdal', 'secara', 'militer', 'di', 'kodam']","['soh', 'bilang', 'kpu', 'mengamankan', 'debat', 'capres', 'habisin', 'duit', 'latih', 'pamdal', 'militer', 'kodam']",soh bilang kpu aman debat capres habisin duit latih pamdal militer kodam
@Pokoke_Po Ini di bahas di debat capres pertama kok https://t.co/6hCLqrFcvT,PokokePo Ini di bahas di debat capres pertama kok ,"['pokokepo', 'ini', 'di', 'bahas', 'di', 'debat', 'capres', 'pertama', 'kok']","['pokokepo', 'bahas', 'debat', 'capres']",pokokepo bahas debat capres
aufiqurahmanK andre_rosiade KPU_ID #Ganjarpranowo __AnakKolong Nonton debat tuh biar tau kualitas capres lu kayak apa...😂😂   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,aufiqurahmanK andrerosiade KPUID Ganjarpranowo AnakKolong Nonton debat tuh biar tau kualitas capres lu kayak apa   GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,"['aufiqurahmank', 'andrerosiade', 'kpuid', 'ganjarpranowo', 'anakkolong', 'nonton', 'debat', 'tuh', 'biar', 'tau', 'kualitas', 'capres', 'lu', 'kayak', 'apa', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']","['aufiqurahmank', 'andrerosiade', 'kpuid', 'ganjarpranowo', 'anakkolong', 'nonton', 'debat', 'tuh', 'biar', 'tau', 'kualitas', 'capres', 'lu', 'kayak', 'ganjarbersih', 'kuatkankpk', 'hebat', 'ganjar', 'presidenku', 'lanjutgan', 'bansos', 'rakyat']",aufiqurahmank andrerosiade kpuid ganjarpranowo anakkolong nonton debat tuh biar tau kualitas capres lu kayak ganjarbersih kuatkankpk hebat ganjar presiden lanjutgan bansos rakyat
